work_year,experience_level,employment_type,salary_in_usd,employee_residence,remote_ratio,company_size
2024,SE,FT,112000,US,0,M
2024,EN,FT,145000,US,0,M
2024,EN,FT,120000,US,0,M
2024,MI,FT,142100,US,0,M
2024,MI,FT,94700,US,0,M
2024,MI,FT,166000,US,0,M
2024,MI,FT,73100,US,0,M
2024,SE,FT,145000,US,0,M
2024,SE,FT,128000,US,0,M
2024,EN,FT,90000,US,0,M
2024,EN,FT,75000,US,0,M
2024,MI,FT,99000,US,0,M
2024,MI,FT,87000,US,0,M
2024,SE,FT,230000,US,0,M
2024,SE,FT,195000,US,0,M
2024,SE,FT,212000,US,0,M
2024,SE,FT,93300,US,0,M
2024,EN,FT,110500,US,0,M
2024,EN,FT,69000,US,0,M
2024,SE,FT,100000,US,0,M
2024,SE,FT,85000,US,0,M
2024,MI,FT,107690,US,0,M
2024,MI,FT,78300,US,0,M
2024,EN,FT,131000,US,100,M
2024,EN,FT,110000,US,100,M
2024,EN,FT,133000,US,0,M
2024,EN,FT,58400,US,0,M
2024,EN,FT,115000,US,100,M
2024,EN,FT,87550,US,100,M
2024,EX,FT,209309,US,0,M
2024,EX,FT,168854,US,0,M
2024,EN,FT,133000,US,0,M
2024,EN,FT,58400,US,0,M
2024,SE,FT,245000,US,0,M
2024,SE,FT,185000,US,0,M
2024,SE,FT,333500,US,0,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,195000,US,100,M
2024,SE,FT,147500,US,100,M
2024,EN,FT,187500,US,0,M
2024,EN,FT,99500,US,0,M
2024,SE,FT,126400,US,100,M
2024,SE,FT,101100,US,100,M
2024,SE,FT,167400,US,100,M
2024,SE,FT,116600,US,100,M
2024,SE,FT,126000,US,0,M
2024,SE,FT,87000,US,0,M
2024,SE,FT,152375,US,100,M
2024,SE,FT,94000,US,100,M
2024,SE,FT,276000,US,0,M
2024,SE,FT,174000,US,0,M
2024,EN,FT,113800,US,100,M
2024,EN,FT,74400,US,100,M
2024,SE,FT,333500,US,0,M
2024,SE,FT,183000,US,0,M
2024,SE,FT,260000,US,0,M
2024,SE,FT,192000,US,0,M
2024,EN,FT,158000,US,0,M
2024,EN,FT,105000,US,0,M
2024,SE,FT,148000,US,0,M
2024,SE,FT,110000,US,0,M
2024,MI,FT,128000,US,0,M
2024,MI,FT,81500,US,0,M
2024,SE,FT,115000,US,0,M
2024,SE,FT,75300,US,0,M
2024,MI,FT,140000,US,100,M
2024,MI,FT,100000,US,100,M
2024,MI,FT,240000,US,0,M
2024,MI,FT,140000,US,0,M
2024,MI,FT,222200,US,0,L
2024,MI,FT,136000,US,0,L
2024,SE,FT,153200,US,100,M
2024,SE,FT,102200,US,100,M
2024,SE,FT,240000,US,0,M
2024,SE,FT,160000,US,0,M
2024,MI,FT,105000,US,0,M
2024,MI,FT,77000,US,0,M
2024,SE,FT,207300,US,0,M
2024,SE,FT,119000,US,0,M
2024,MI,FT,160000,US,100,M
2024,MI,FT,130000,US,100,M
2024,SE,FT,155000,US,0,M
2024,SE,FT,125000,US,0,M
2024,EX,FT,265000,US,0,M
2024,EX,FT,203800,US,0,M
2024,SE,FT,135000,US,0,M
2024,SE,FT,105000,US,0,M
2024,SE,FT,345400,US,0,M
2024,SE,FT,272700,US,0,M
2024,MI,FT,198000,US,0,M
2024,MI,FT,160000,US,0,M
2024,SE,FT,198000,US,0,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,100000,US,0,M
2024,SE,FT,80000,US,0,M
2024,SE,FT,250000,US,0,M
2024,SE,FT,200000,US,0,M
2024,SE,FT,155000,US,0,M
2024,SE,FT,139500,US,0,M
2024,SE,FT,160000,US,0,M
2024,SE,FT,110000,US,0,M
2024,SE,FT,247600,US,0,L
2024,SE,FT,127300,US,0,L
2024,SE,FT,191500,US,0,M
2024,SE,FT,111500,US,0,M
2024,SE,FT,204800,US,0,M
2024,SE,FT,115800,US,0,M
2024,SE,FT,116000,US,0,M
2024,SE,FT,90000,US,0,M
2024,SE,FT,206000,US,100,M
2024,SE,FT,140250,US,100,M
2024,SE,FT,225000,US,0,M
2024,MI,FT,190000,US,100,M
2024,MI,FT,175000,US,100,M
2024,EN,FT,84105,US,0,M
2024,EN,FT,76095,US,0,M
2024,SE,FT,250000,US,0,M
2024,SE,FT,140000,US,0,M
2024,SE,FT,140000,US,100,M
2024,SE,FT,100000,US,100,M
2024,SE,FT,250800,US,0,M
2024,SE,FT,167200,US,0,M
2024,MI,FT,165000,US,100,M
2024,MI,FT,140250,US,100,M
2024,MI,FT,110000,US,100,M
2024,MI,FT,90000,US,100,M
2024,MI,FT,300000,US,0,M
2024,MI,FT,200000,US,0,M
2024,SE,FT,155000,US,0,M
2024,SE,FT,104603,US,0,M
2024,SE,FT,279000,US,100,M
2024,SE,FT,183000,US,100,M
2024,MI,FT,252000,US,0,M
2024,MI,FT,168000,US,0,M
2024,SE,FT,96600,US,0,M
2024,SE,FT,55200,US,0,M
2024,EN,FT,73756,US,0,M
2024,EN,FT,61463,US,0,M
2024,SE,FT,130000,US,0,M
2024,SE,FT,100000,US,0,M
2024,MI,FT,167500,US,0,M
2024,MI,FT,106500,US,0,M
2024,MI,FT,126000,US,0,M
2024,MI,FT,78000,US,0,M
2024,SE,FT,220000,US,0,M
2024,SE,FT,137500,US,0,M
2024,MI,FT,127660,US,0,M
2024,MI,FT,68740,US,0,M
2024,SE,FT,180500,US,0,M
2024,SE,FT,96200,US,0,M
2024,SE,FT,266875,US,0,M
2024,SE,FT,128250,US,0,M
2024,EX,FT,230000,US,0,M
2024,EX,FT,176900,US,0,M
2024,MI,FT,212000,US,0,M
2024,MI,FT,93300,US,0,M
2024,MI,FT,200000,US,0,M
2024,MI,FT,140000,US,0,M
2024,EN,FT,80080,US,0,M
2024,EN,FT,65400,US,0,M
2024,SE,FT,210000,US,0,M
2024,SE,FT,178500,US,0,M
2024,SE,FT,165000,US,0,M
2024,SE,FT,115500,US,0,M
2024,SE,FT,148000,US,0,M
2024,SE,FT,100000,US,0,M
2024,SE,FT,160000,US,100,M
2024,SE,FT,145000,US,100,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,140000,US,0,M
2024,SE,FT,96600,US,0,M
2024,SE,FT,55200,US,0,M
2024,EN,FT,85500,US,100,M
2024,EN,FT,51000,US,100,M
2024,SE,FT,185490,US,0,M
2024,SE,FT,134530,US,0,M
2024,SE,FT,337300,US,0,M
2024,SE,FT,192700,US,0,M
2024,SE,FT,205000,US,0,M
2024,SE,FT,175000,US,0,M
2024,SE,FT,185900,US,0,M
2024,SE,FT,109400,US,0,M
2024,MI,FT,200000,US,0,M
2024,MI,FT,140000,US,0,M
2024,SE,FT,277000,US,0,M
2024,SE,FT,173000,US,0,M
2024,EX,FT,210000,US,100,M
2024,EX,FT,180000,US,100,M
2024,MI,FT,200000,US,100,M
2024,MI,FT,150000,US,100,M
2024,SE,FT,193000,US,100,M
2024,SE,FT,156000,US,100,M
2024,MI,FT,197000,US,0,M
2024,MI,FT,115000,US,0,M
2024,SE,FT,170000,US,0,M
2024,SE,FT,130000,US,0,M
2024,SE,FT,297000,US,0,M
2024,SE,FT,138000,US,0,M
2024,MI,FT,212800,US,0,L
2024,MI,FT,124100,US,0,L
2024,SE,FT,160000,US,100,M
2024,SE,FT,150000,US,100,M
2024,SE,FT,55720,US,100,M
2024,SE,FT,50700,US,100,M
2024,SE,FT,140000,US,0,M
2024,SE,FT,136000,US,0,M
2024,SE,FT,195000,US,100,M
2024,SE,FT,147500,US,100,M
2024,SE,FT,195000,US,100,M
2024,SE,FT,147500,US,100,M
2024,EN,FT,300000,US,0,M
2024,EN,FT,150000,US,0,M
2024,SE,FT,154000,US,0,M
2024,SE,FT,103000,US,0,M
2024,EN,FT,300000,US,0,M
2024,EN,FT,150000,US,0,M
2024,SE,FT,234000,US,100,M
2024,SE,FT,208000,US,100,M
2024,SE,FT,206000,US,100,M
2024,SE,FT,175100,US,100,M
2024,SE,FT,324000,US,0,M
2024,SE,FT,159000,US,0,M
2024,SE,FT,150895,US,0,M
2024,SE,FT,120715,US,0,M
2024,EN,FT,300000,US,100,M
2024,EN,FT,150000,US,100,M
2024,SE,FT,283800,US,0,M
2024,SE,FT,234700,US,0,M
2024,EN,FT,86000,US,0,M
2024,EN,FT,53000,US,0,M
2024,SE,FT,187158,US,0,M
2024,SE,FT,116974,US,0,M
2024,SE,FT,225000,US,0,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,179000,US,0,M
2024,SE,FT,112000,US,0,M
2024,SE,FT,195700,US,0,M
2024,SE,FT,97700,US,0,M
2024,SE,FT,100000,US,0,M
2024,SE,FT,85000,US,0,M
2024,MI,FT,119000,US,0,M
2024,MI,FT,52100,US,0,M
2024,SE,FT,136000,US,0,M
2024,SE,FT,91536,US,0,M
2024,SE,FT,199700,US,0,M
2024,SE,FT,165100,US,0,M
2024,SE,FT,251250,US,0,M
2024,SE,FT,120750,US,0,M
2024,SE,FT,240000,US,100,M
2024,SE,FT,220000,US,100,M
2024,SE,FT,160000,US,100,M
2024,SE,FT,150000,US,100,M
2024,EX,FT,300000,US,100,M
2024,EX,FT,220000,US,100,M
2024,EN,FT,130000,US,0,M
2024,EN,FT,100000,US,0,M
2024,EN,FT,170000,US,100,M
2024,EN,FT,150000,US,100,M
2024,SE,FT,150000,US,0,M
2024,SE,FT,120000,US,0,M
2024,SE,FT,247300,US,0,M
2024,SE,FT,139800,US,0,M
2024,EX,FT,220000,US,100,M
2024,EX,FT,210000,US,100,M
2024,EN,FT,116000,US,100,M
2024,EN,FT,79000,US,100,M
2024,MI,FT,130000,US,0,M
2024,MI,FT,117000,US,0,M
2024,MI,FT,172200,US,0,M
2024,MI,FT,131200,US,0,M
2024,SE,FT,210000,US,0,M
2024,SE,FT,151800,US,0,M
2024,MI,FT,133000,US,0,M
2024,MI,FT,58300,US,0,M
2024,MI,FT,359400,US,100,M
2024,MI,FT,239600,US,100,M
2024,EN,FT,80000,US,0,M
2024,EN,FT,70000,US,0,M
2024,SE,FT,324100,US,0,L
2024,SE,FT,166700,US,0,L
2024,MI,FT,100000,US,0,M
2024,MI,FT,80000,US,0,M
2024,SE,FT,85000,US,0,M
2024,SE,FT,75000,US,0,M
2024,SE,FT,243800,US,100,M
2024,SE,FT,144200,US,100,M
2024,SE,FT,289000,US,100,L
2024,MI,FT,77826,US,100,M
2024,MI,FT,59300,US,100,M
2024,MI,FT,166000,US,0,M
2024,MI,FT,73100,US,0,M
2024,MI,FT,151500,US,0,M
2024,MI,FT,101000,US,0,M
2024,SE,FT,182000,US,0,M
2024,SE,FT,164000,US,0,M
2024,SE,FT,132100,US,100,M
2024,SE,FT,96700,US,100,M
2024,MI,FT,98500,US,100,M
2024,MI,FT,71500,US,100,M
2024,SE,FT,200800,US,0,M
2024,SE,FT,107800,US,0,M
2024,EN,FT,106100,US,0,M
2024,EN,FT,74300,US,0,M
2024,SE,FT,153900,US,0,M
2024,SE,FT,112715,US,0,M
2024,SE,FT,105000,US,0,M
2024,SE,FT,94200,US,0,M
2024,MI,FT,171000,US,100,M
2024,MI,FT,136000,US,100,M
2024,SE,FT,221000,US,0,M
2024,SE,FT,185000,US,0,M
2024,EN,FT,92700,US,100,M
2024,EN,FT,64900,US,100,M
2024,MI,FT,126600,US,0,M
2024,MI,FT,80800,US,0,M
2024,SE,FT,164845,US,0,M
2024,SE,FT,119887,US,0,M
2024,EN,FT,93000,US,0,M
2024,EN,FT,87000,US,0,M
2024,MI,FT,103500,US,0,M
2024,MI,FT,65600,US,0,M
2024,MI,FT,165600,US,0,L
2024,MI,FT,65800,US,0,L
2024,SE,FT,164000,US,100,M
2024,SE,FT,152000,US,100,M
2024,SE,FT,250000,US,100,M
2024,SE,FT,180000,US,100,M
2024,MI,FT,202000,US,0,M
2024,MI,FT,137000,US,0,M
2024,SE,FT,204600,US,0,M
2024,SE,FT,84500,US,0,M
2024,SE,FT,190000,US,0,M
2024,SE,FT,151500,US,0,M
2024,SE,FT,168800,US,0,M
2024,SE,FT,93800,US,0,M
2024,MI,FT,132567,US,0,M
2024,MI,FT,96412,US,0,M
2024,SE,FT,309000,US,0,M
2024,SE,FT,142000,US,0,M
2024,SE,FT,333500,US,0,M
2024,SE,FT,156000,US,0,M
2024,SE,FT,266875,US,0,M
2024,SE,FT,128250,US,0,M
2024,SE,FT,191311,US,100,M
2024,SE,FT,166358,US,100,M
2024,SE,FT,218500,US,100,M
2024,SE,FT,190000,US,100,M
2024,MI,FT,70000,US,0,M
2024,MI,FT,60000,US,0,M
2024,SE,FT,324000,US,0,M
2024,SE,FT,159000,US,0,M
2024,SE,FT,179000,US,0,M
2024,SE,FT,152000,US,0,M
2024,SE,FT,235680,US,0,M
2024,SE,FT,153040,US,0,M
2024,EN,FT,140000,US,0,M
2024,EN,FT,100000,US,0,M
2024,MI,FT,187000,US,0,M
2024,MI,FT,153000,US,0,M
2024,MI,FT,185000,US,0,L
2024,MI,FT,81000,US,0,L
2024,SE,FT,290000,US,0,M
2024,SE,FT,203000,US,0,M
2024,SE,FT,142352,US,0,M
2024,SE,FT,95325,US,0,M
2024,MI,FT,187000,US,0,M
2024,MI,FT,153000,US,0,M
2024,MI,FT,240000,US,0,M
2024,MI,FT,180000,US,0,M
2024,SE,FT,130500,US,0,M
2024,SE,FT,96000,US,0,M
2024,MI,FT,166000,US,0,M
2024,MI,FT,73100,US,0,M
2024,SE,FT,234000,US,0,M
2024,SE,FT,146000,US,0,M
2024,SE,FT,105000,US,100,M
2024,SE,FT,95000,US,100,M
2024,EN,FT,60500,US,0,M
2024,EN,FT,40300,US,0,M
2024,MI,FT,160000,US,0,M
2024,MI,FT,95000,US,0,M
2024,EN,FT,152500,US,0,M
2024,EN,FT,138200,US,0,M
2024,SE,FT,164300,US,0,M
2024,SE,FT,104000,US,0,M
2024,SE,FT,163700,US,0,M
2024,SE,FT,109100,US,0,M
2024,SE,FT,130000,US,0,M
2024,SE,FT,100000,US,0,M
2024,SE,FT,220000,US,0,M
2024,SE,FT,200000,US,0,M
2024,MI,FT,115000,US,100,M
2024,MI,FT,95000,US,100,M
2024,SE,FT,230000,US,0,M
2024,SE,FT,170000,US,0,M
2024,SE,FT,250000,US,100,M
2024,SE,FT,180700,US,100,M
2024,SE,FT,136675,US,100,M
2024,SE,FT,111648,US,100,M
2024,SE,FT,254000,US,0,M
2024,SE,FT,200000,US,0,M
2024,SE,FT,161000,US,0,M
2024,SE,FT,133200,US,0,M
2024,EN,FT,160000,US,0,M
2024,EN,FT,140000,US,0,M
2024,MI,FT,223100,US,100,M
2024,MI,FT,126400,US,100,M
2024,SE,FT,190000,US,100,M
2024,SE,FT,136000,US,100,M
2024,MI,FT,134400,US,0,M
2024,MI,FT,100000,US,0,M
2024,MI,FT,246000,US,100,M
2024,MI,FT,170000,US,100,M
2024,EN,FT,198000,US,100,M
2024,EN,FT,115000,US,100,M
2024,MI,FT,150000,US,100,M
2024,MI,FT,103000,US,100,M
2024,SE,FT,170000,US,0,M
2024,SE,FT,160000,US,0,M
2024,SE,FT,175000,US,0,M
2024,SE,FT,117000,US,0,M
2024,SE,FT,85000,US,0,M
2024,SE,FT,79000,US,0,M
2024,MI,FT,100000,US,100,M
2024,MI,FT,75000,US,100,M
2024,SE,FT,205000,US,0,M
2024,SE,FT,190000,US,0,M
2024,SE,FT,331640,US,0,M
2024,SE,FT,283780,US,0,M
2024,MI,FT,222200,US,0,L
2024,MI,FT,136000,US,0,L
2024,MI,FT,117000,US,0,L
2024,EN,FT,99000,US,0,M
2024,EN,FT,72000,US,0,M
2024,MI,FT,77000,US,0,M
2024,MI,FT,49900,US,0,M
2024,MI,FT,95000,US,0,M
2024,MI,FT,70000,US,0,M
2024,MI,FT,203500,US,100,M
2024,MI,FT,133000,US,100,M
2024,SE,FT,104000,US,0,M
2024,SE,FT,80000,US,0,M
2024,MI,FT,134400,US,0,M
2024,MI,FT,100000,US,0,M
2024,EN,FT,64500,US,0,M
2024,EN,FT,51500,US,0,M
2024,MI,FT,195600,US,100,M
2024,MI,FT,165500,US,100,M
2024,SE,FT,180400,US,0,M
2024,SE,FT,138800,US,0,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,139000,US,0,M
2024,SE,FT,112000,US,0,M
2024,SE,FT,109000,US,0,M
2024,SE,FT,147670,US,0,M
2024,SE,FT,118136,US,0,M
2024,SE,FT,164000,US,0,M
2024,SE,FT,117000,US,0,M
2024,SE,FT,154000,US,0,M
2024,SE,FT,81536,US,0,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,139000,US,0,M
2024,SE,FT,198000,US,100,M
2024,SE,FT,143000,US,100,M
2024,SE,FT,340000,US,0,M
2024,SE,FT,212000,US,0,M
2024,SE,FT,230000,US,0,M
2024,SE,FT,170000,US,0,M
2024,EN,FT,51000,US,0,M
2024,SE,FT,108500,US,100,M
2024,SE,FT,78800,US,100,M
2024,MI,FT,385000,US,0,M
2024,MI,FT,200000,US,0,M
2024,SE,FT,297000,US,0,M
2024,SE,FT,138000,US,0,M
2024,MI,FT,198000,US,0,M
2024,MI,FT,140000,US,0,M
2024,EN,FT,130400,US,0,M
2024,EN,FT,74500,US,0,M
2024,SE,FT,166000,US,0,M
2024,SE,FT,73100,US,0,M
2024,EN,FT,133000,US,0,M
2024,EN,FT,58400,US,0,M
2024,SE,FT,204600,US,0,M
2024,SE,FT,84500,US,0,M
2024,MI,FT,176000,US,0,M
2024,MI,FT,72700,US,0,M
2024,EN,FT,92000,US,100,M
2024,EN,FT,65000,US,100,M
2024,SE,FT,231000,US,100,M
2024,SE,FT,141000,US,100,M
2024,SE,FT,162819,US,100,M
2024,SE,FT,95776,US,100,M
2024,MI,FT,222200,US,0,L
2024,MI,FT,136000,US,0,L
2024,MI,FT,138278,US,0,M
2024,MI,FT,86424,US,0,M
2024,SE,FT,130500,US,0,M
2024,SE,FT,96000,US,0,M
2024,SE,FT,175000,US,0,M
2024,SE,FT,117000,US,0,M
2024,MI,FT,122100,US,0,M
2024,MI,FT,75500,US,0,M
2024,MI,FT,250000,US,0,M
2024,MI,FT,200000,US,0,M
2024,MI,FT,117000,US,0,M
2024,MI,FT,99600,US,0,M
2024,EN,FT,162240,US,0,M
2024,EN,FT,47840,US,0,M
2024,MI,FT,231250,US,0,M
2024,MI,FT,111000,US,0,M
2024,SE,FT,277000,US,0,M
2024,SE,FT,173000,US,0,M
2024,MI,FT,128000,US,0,M
2024,MI,FT,81500,US,0,M
2024,SE,FT,202800,US,0,M
2024,SE,FT,115000,US,0,M
2024,EN,FT,65000,US,0,M
2024,EN,FT,55751,US,0,M
2024,SE,FT,165000,US,100,M
2024,SE,FT,150000,US,100,M
2024,SE,FT,257250,US,100,M
2024,SE,FT,99750,US,100,M
2024,MI,FT,100000,US,0,M
2024,MI,FT,95000,US,0,M
2024,MI,FT,147800,US,0,M
2024,MI,FT,93100,US,0,M
2024,MI,FT,83300,US,0,M
2024,MI,FT,47500,US,0,M
2024,SE,FT,160000,US,0,M
2024,SE,FT,100000,US,0,M
2024,EN,FT,175100,US,0,M
2024,EN,FT,82915,US,0,M
2024,MI,FT,166000,US,0,M
2024,MI,FT,73000,US,0,M
2024,SE,FT,236400,US,0,M
2024,SE,FT,141800,US,0,M
2024,SE,FT,150000,US,0,M
2024,SE,FT,135000,US,0,M
2024,SE,FT,147500,US,100,M
2024,SE,FT,70800,US,100,M
2024,MI,FT,185000,US,0,L
2024,MI,FT,79600,US,0,L
2024,EN,FT,99200,US,100,M
2024,EN,FT,69400,US,100,M
2024,EN,FT,88200,US,100,M
2024,EN,FT,61700,US,100,M
2024,SE,FT,234000,US,0,M
2024,SE,FT,146000,US,0,M
2024,MI,FT,165000,US,0,M
2024,MI,FT,165000,US,0,M
2024,SE,FT,160000,US,0,M
2024,SE,FT,130000,US,0,M
2024,MI,FT,154800,US,0,M
2024,MI,FT,76300,US,0,M
2024,MI,FT,112000,US,0,M
2024,MI,FT,84000,US,0,M
2024,EN,FT,115000,US,0,M
2024,EN,FT,90000,US,0,M
2024,SE,FT,170000,US,0,M
2024,SE,FT,130000,US,0,M
2024,SE,FT,185000,US,0,L
2024,SE,FT,79600,US,0,L
2024,EN,FT,160000,US,0,M
2024,EN,FT,110000,US,0,M
2024,MI,FT,95000,US,0,M
2024,MI,FT,65000,US,0,M
2024,SE,FT,155000,US,0,M
2024,SE,FT,100000,US,0,M
2024,EN,FT,147000,US,0,M
2024,EN,FT,118000,US,0,M
2024,EN,FT,170000,US,0,M
2024,EN,FT,125000,US,0,M
2024,SE,FT,116000,US,0,M
2024,SE,FT,90000,US,0,M
2024,SE,FT,255475,US,100,M
2024,SE,FT,185800,US,100,M
2024,MI,FT,85000,US,0,M
2024,MI,FT,65000,US,0,M
2024,MI,FT,150000,US,0,M
2024,MI,FT,120000,US,0,M
2024,MI,FT,190000,US,0,M
2024,MI,FT,190000,US,0,M
2024,MI,FT,440000,US,0,M
2024,MI,FT,295000,US,0,M
2024,SE,FT,170000,US,100,M
2024,SE,FT,140000,US,100,M
2024,SE,FT,165000,US,100,M
2024,SE,FT,140250,US,100,M
2024,MI,FT,110300,US,100,M
2024,MI,FT,78100,US,100,M
2024,MI,FT,210000,US,0,M
2024,MI,FT,151800,US,0,M
2024,EN,FT,75000,US,0,M
2024,EN,FT,65000,US,0,M
2024,MI,FT,140000,US,0,M
2024,MI,FT,105000,US,0,M
2024,MI,FT,200000,US,0,L
2024,SE,FT,157144,US,0,M
2024,SE,FT,99445,US,0,M
2024,SE,FT,201900,US,0,M
2024,SE,FT,97335,US,0,M
2024,SE,FT,283800,US,0,M
2024,SE,FT,170700,US,0,M
2024,SE,FT,152400,US,100,M
2024,SE,FT,73700,US,100,M
2024,MI,FT,166000,US,0,M
2024,MI,FT,73100,US,0,M
2024,SE,FT,202600,US,0,M
2024,SE,FT,93800,US,0,M
2024,SE,FT,273500,US,0,M
2024,SE,FT,126600,US,0,M
2024,SE,FT,176875,US,0,M
2024,SE,FT,84750,US,0,M
2024,MI,FT,166000,US,0,M
2024,MI,FT,73100,US,0,M
2024,EN,FT,88200,US,100,M
2024,EN,FT,61700,US,100,M
2024,MI,FT,75000,US,100,M
2024,MI,FT,60000,US,100,M
2024,MI,FT,121500,US,100,M
2024,MI,FT,88200,US,100,M
2024,MI,FT,133000,US,0,M
2024,MI,FT,58300,US,0,M
2024,SE,FT,229900,US,0,M
2024,SE,FT,201400,US,0,M
2024,SE,FT,247250,US,0,M
2024,SE,FT,160000,US,0,M
2024,SE,FT,177700,US,0,M
2024,SE,FT,94700,US,0,M
2024,SE,FT,184000,US,0,M
2024,SE,FT,123000,US,0,M
2024,SE,FT,258600,US,100,M
2024,SE,FT,215500,US,100,M
2024,SE,FT,237188,US,100,M
2024,SE,FT,194063,US,100,M
2024,MI,FT,112500,US,100,M
2024,MI,FT,59500,US,100,M
2024,SE,FT,153900,US,0,M
2024,SE,FT,85500,US,0,M
2024,SE,FT,210000,US,0,M
2024,SE,FT,151800,US,0,M
2024,SE,FT,108500,US,100,M
2024,SE,FT,78800,US,100,M
2024,MI,FT,212000,US,0,M
2024,MI,FT,93300,US,0,M
2024,MI,FT,209000,US,0,M
2024,MI,FT,171000,US,0,M
2024,SE,FT,164000,US,0,M
2024,SE,FT,109000,US,0,M
2024,SE,FT,140000,US,0,M
2024,SE,FT,115000,US,0,M
2024,EN,FT,83300,US,0,M
2024,EN,FT,47500,US,0,M
2024,MI,FT,156450,US,0,M
2024,MI,FT,119200,US,0,M
2024,SE,FT,161500,US,0,M
2024,SE,FT,113050,US,0,M
2024,EN,FT,130916,US,0,M
2024,EN,FT,120000,US,0,M
2024,MI,FT,260000,US,0,M
2024,MI,FT,198000,US,0,M
2024,MI,FT,235000,US,0,M
2024,MI,FT,170000,US,0,M
2024,SE,FT,185900,US,0,M
2024,SE,FT,109400,US,0,M
2024,SE,FT,210000,US,0,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,110000,US,0,M
2024,SE,FT,185000,US,100,M
2024,SE,FT,148000,US,100,M
2024,SE,FT,180000,US,0,M
2024,SE,FT,110000,US,0,M
2024,MI,FT,235680,US,0,M
2024,MI,FT,153040,US,0,M
2024,SE,FT,145000,US,0,M
2024,SE,FT,106500,US,0,M
2024,SE,FT,290000,US,0,M
2024,SE,FT,240000,US,0,M
2024,SE,FT,185000,US,0,M
2024,SE,FT,145000,US,0,M
2024,SE,FT,150000,US,100,M
2024,SE,FT,123000,US,100,M
2024,SE,FT,270400,US,0,M
2024,SE,FT,145600,US,0,M
2024,MI,FT,177000,US,100,M
2024,MI,FT,149000,US,100,M
2024,EN,FT,115000,US,0,M
2024,EN,FT,95000,US,0,M
2024,MI,FT,167500,US,0,M
2024,MI,FT,106500,US,0,M
2024,SE,FT,303050,US,0,M
2024,SE,FT,202350,US,0,M
2024,SE,FT,184000,US,0,M
2024,SE,FT,123000,US,0,M
2024,SE,FT,110000,US,0,M
2024,SE,FT,76500,US,0,M
2024,MI,FT,134400,US,0,M
2024,MI,FT,81200,US,0,M
2024,EN,FT,100000,US,0,M
2024,EN,FT,75000,US,0,M
2024,SE,FT,600000,US,0,M
2024,SE,FT,280000,US,0,M
2024,EN,FT,130000,US,0,M
2024,EN,FT,100000,US,0,M
2024,SE,FT,207300,US,0,M
2024,SE,FT,149300,US,0,M
2024,MI,FT,128000,US,0,M
2024,MI,FT,81500,US,0,M
2024,SE,FT,144000,US,0,M
2024,SE,FT,113000,US,0,M
2024,SE,FT,278700,US,0,M
2024,SE,FT,159300,US,0,M
2024,MI,FT,165600,US,0,L
2024,MI,FT,65800,US,0,L
2024,SE,FT,200000,US,0,M
2024,SE,FT,85000,US,0,M
2024,MI,FT,359400,US,100,M
2024,MI,FT,239600,US,100,M
2024,EN,FT,132000,US,0,M
2024,EN,FT,108000,US,0,M
2024,MI,FT,106050,US,0,M
2024,MI,FT,80420,US,0,M
2024,SE,FT,240000,US,0,M
2024,SE,FT,204000,US,0,M
2024,SE,FT,174300,US,0,M
2024,SE,FT,140000,US,0,M
2024,SE,FT,195000,US,100,M
2024,SE,FT,136500,US,100,M
2024,MI,FT,180000,US,0,M
2024,MI,FT,155000,US,0,M
2024,EX,FT,175762,US,0,M
2024,EX,FT,97254,US,0,M
2024,EX,FT,160000,US,0,M
2024,EX,FT,120000,US,0,M
2024,SE,FT,120000,US,100,M
2024,SE,FT,100000,US,100,M
2024,MI,FT,180000,US,0,M
2024,MI,FT,150000,US,0,M
2024,SE,FT,145125,US,0,M
2024,SE,FT,124875,US,0,M
2024,SE,FT,290000,US,100,M
2024,SE,FT,210000,US,100,M
2024,MI,FT,215000,US,0,M
2024,MI,FT,152000,US,0,M
2024,MI,FT,123900,US,0,M
2024,MI,FT,66100,US,0,M
2024,SE,FT,182000,US,100,M
2024,SE,FT,164000,US,100,M
2024,SE,FT,108334,US,0,M
2024,SE,FT,59923,US,0,M
2024,SE,FT,150000,US,0,M
2024,SE,FT,130000,US,0,M
2024,EX,FT,160000,US,0,M
2024,EX,FT,120000,US,0,M
2024,MI,FT,140000,US,0,M
2024,MI,FT,70000,US,0,M
2024,SE,FT,150800,US,0,M
2024,SE,FT,100600,US,0,M
2024,SE,FT,276000,US,0,M
2024,SE,FT,174000,US,0,M
2024,MI,FT,120000,US,0,M
2024,MI,FT,94400,US,0,M
2024,MI,FT,160000,US,0,M
2024,MI,FT,136000,US,0,M
2024,MI,FT,215000,US,0,M
2024,MI,FT,152000,US,0,M
2024,SE,FT,140000,US,0,M
2024,SE,FT,110000,US,0,M
2024,SE,FT,185000,US,0,L
2024,SE,FT,79600,US,0,L
2024,EX,FT,212500,US,0,M
2024,EX,FT,163500,US,0,M
2024,SE,FT,237650,US,0,M
